year,journal,title,text,authors
2002,Lancet,Uses and abuses of screening tests.,"Screening tests are ubiquitous in contemporary practice, yet the principles of screening are widely misunderstood. Screening is the testing of apparently well people to find those at increased risk of having a disease or disorder. Although an earlier diagnosis generally has intuitive appeal, earlier might not always be better, or worth the cost. Four terms describe the validity of a screening test: sensitivity, specificity, and predictive value of positive and negative results. For tests with continuous variables--eg, blood glucose--sensitivity and specificity are inversely related; where the cutoff for abnormal is placed should indicate the clinical effect of wrong results. The prevalence of disease in a population affects screening test performance: in low-prevalence settings, even very good tests have poor predictive value positives. Hence, knowledge of the approximate prevalence of disease is a prerequisite to interpreting screening test results. Tests are often done in sequence, as is true for syphilis and HIV-1 infection. Lead-time and length biases distort the apparent value of screening programmes; randomised controlled trials are the only way to avoid these biases. Screening can improve health; strong indirect evidence links cervical cytology programmes to declines in cervical cancer mortality. However, inappropriate application or interpretation of screening tests can rob people of their perceived health, initiate harmful diagnostic testing, and squander health-care resources.",NA
2002,Lancet,HIV-1 infection and risk of vulvovaginal and perianal condylomata acuminata and intraepithelial neoplasia: a prospective cohort study.,"Information about vulvovaginal and perianal condylomata acuminata and intraepithelial neoplasia in women infected with HIV-1 is needed to develop guidelines for clinical care. Our aim was to investigate the incidence of these lesions in HIV-1-positive and HIV-1-negative women and to examine risk factors for disease.In a prospective cohort study, 925 women had a gynaecological examination twice yearly-including colposcopy and tests for human papillomavirus DNA in cervicovaginal lavage-for a median follow-up of 3.2 years (IQR 0.98-4.87).Vulvovaginal and perianal condylomata acuminata or intraepithelial neoplasia were present in 30 (6%) of 481 HIV-1-positive and four (1%) of 437 HIV-1-negative women (p<0.0001) at enrollment. Women without lesions at enrollment were included in an incidence analysis. 33 (9%) of 385 HIV-1-positive and two (1%) of 341 HIV-1-negative women developed vulvovaginal or perianal lesions, resulting in an incidence of 2.6 and 0.16 cases per 100 person-years, respectively (relative risk 16, 95% CI 12.9-20.5; p < 0.0001). Risk factors for incident lesions included HIV-1 infection (p = 0.013), human papillomavirus infection (p=0.0013), lower CD4 T lymphocyte count (p = 0.0395), and history of frequent injection of drugs (p=0.0199).Our results suggest that HIV-1-positive women are at increased risk of development of invasive vulvar carcinoma. Thus, we recommend that, as part of every gynaecological examination, HIV-1-positive women should have a thorough inspection of the vulva and perianal region, and women with abnormalities-except for typical, exophytic condylomata acuminata-should undergo colposcopy and biopsy.",NA
2001,Lancet,Survival and recurrence after concomitant chemotherapy and radiotherapy for cancer of the uterine cervix: a systematic review and meta-analysis.,"The US National Cancer Institute alert in February, 1999, stated that concomitant chemotherapy and radiotherapy should be considered for all patients with cervical cancer. Our aim was to review the effects of chemoradiotherapy on overall and progression-free survival, local and distant control, and acute and late toxicity in patients with cervical cancer.With the methodology of the Cochrane Collaboration, we did a systematic review of all known randomised controlled trials done between 1981 and 2000 (17 published, two unpublished) of chemoradiation for cervical cancer.The trials included 4580 randomised patients, and 2865-3611 patients (62-78%) were available for analysis. Cisplatin was the most common agent used. The findings suggest that chemoradiation improves overall survival (hazard ratio 0.71, p<0.0001), whether platinum was used (0.70, p<0.0001) or not (0.81, p=0.20). A greater beneficial effect was seen in trials that included a high proportion of stage I and II patients (p=0.009). An improvement in progression-free survival was also seen with chemoradiation (0.61, p<0.0001). Thus, the absolute benefit in progression-free and overall survival was 16% (95% CI 13-19) and 12% (8-16), respectively. A significant benefit of chemoradiation on both local (odds ratio 0.61, p<0.0001) and distant recurrence (0.57, p<0.0001) was also recorded. Grade 3 or 4 haematological (odds ratio 1.49-8.60) and gastrointestinal (2.22) toxicities were significantly greater in the concomitant chemoradiation group than the control group. There was insufficient data to establish whether late toxicity was increased in the concomitant chemoradiation group.Concomitant chemotherapy and radiotherapy improves overall and progression-free survival and reduces local and distant recurrence in selected patients with cervical cancer, which may give a cytotoxic and sensitisation effect.",NA
2001,Lancet,Natural history of cervical human papillomavirus infection in young women: a longitudinal cohort study.,"Laboratory and epidemiological research suggests an association between human papillomavirus (HPV) and cervical intraepithelial neoplasia (CIN). We studied the natural history of incident cervical HPV infection and its relation to the development of CIN.We recruited 2011 women aged 15-19 years who had recently become sexually active. We took a cervical smear every 6 months and stored samples for virological analysis. We immediately referred all women with any cytological abnormality for colposcopic assessment, but postponed treatment until there was histological evidence of progression to high-grade CIN.In 1075 women who were cytologically normal and HPV negative at recruitment, the cumulative risk at 3 years of any HPV infection was 44% (95% CI 40-48): HPV 16 was the most common type. The cumulative risk at 3 years of detecting an HPV type not present in the first positive sample was 26% (20-32). 246 women had an abnormal smear during follow-up, of whom 28 progressed to high-grade CIN. The risk of high-grade CIN was greatest in women who tested positive for HPV 16 (risk ratio 8.5 [3.7-19.2]); this risk was maximum 6-12 months after first detection of HPV 16. All HPV types under consideration were associated with cytologically abnormal smears. Although abnormality was significantly less likely to be associated with low-viral-load samples, the cumulative risk at 3 years of a high-viral-load sample after a low-viral-load sample was 45% (95% CI 35-56). Five women who progressed to high-grade CIN consistently tested negative for HPV.Our findings suggest that attempts to exploit the association between cervical neoplasia and HPV infection to improve effectiveness of cervical screening programmes might be undermined by the limited inferences that can be drawn from the characterisation of a woman's HPV status at a single point in time, and the short lead time gained by its detection.",NA
2001,Lancet,Changing rates of adenocarcinoma and adenosquamous carcinoma of the cervix in England.,"A recent analysis showed little or no effect of screening on the incidence of adenocarcinoma of the cervix between 1971 and 1992. We have used additional data on cancers diagnosed in 1993-94 in England and up to 1997 in five English cancer registries to investigate more recent trends.After inputing the number of adenocarcinomas in women with unknown histology, we fitted an age-cohort model to 8062 adenocarcinomas of the cervix diagnosed in England between 1971 and 1987. Predictions from this model were applied to the more recent data on 5854 cases. Residual effects were plotted against year of diagnosis in each of four age-groups.We estimated the underlying risk of cervical adenocarcinoma to be 14 times (95% CI 11-19) greater in women born in the early 1960s than in cohorts born before 1935. An age-cohort model fitted the data for England well up to 1987, but substantially overestimated the numbers of adenocarcinomas in young women from 1990 onwards. In 1996-97 the incidence rate in women aged 25-54 years was less than 40% of that predicted from the age-cohort model.The substantial increase in cervical adenocarcinoma in recent years is largely a birth-cohort effect presumably associated with greater exposure to human papillomavirus after the sexual revolution in the 1960s. The relative decline in younger women observed in more recent years suggests an effect of cervical screening.",NA
2001,Lancet,Molecular quantification and mapping of lymph-node micrometastases in cervical cancer.,"A proportion of patients with cancer and lymph nodes negative on histology will develop recurrence. Reverse-transcriptase PCR (RT-PCR) is a highly sensitive method for detection of lymph-node micrometastases, but accurate quantitative assessment has been difficult.We studied primary tumours and 156 lymph nodes from 32 patients with cervical cancer (stage IA2, IB1, and IB2) and 32 lymph nodes from nine patients with benign disease. A fully quantitative, real-time RT-PCR assay was used to document absolute copy numbers of the epithelial marker cytokeratin 19. Primers and probe were designed not to amplify either of the two cytokeratin 19 pseudogenes.All primary tumours and histologically involved lymph nodes (six) had more than 106 copies of cytokeratin 19 mRNA per microg total RNA. Expression of cytokeratin 19 (up to 1.1 x 10(5) copies per microg RNA) was detected in 66 (44%) of 150 histologically uninvolved lymph nodes, and in nodes from 16 of 32 patients with cervical cancer. 15 of these 16 patients with evidence of micrometastases had the highest cytokeratin 19 transcription level in a first lymph-node drainage station (three obturator, six internal, and six external iliac node). Transcription of cytokeratin 19 was found at a low level in just one of 32 lymph nodes obtained from nine patients with benign disease. Median copy number of cytokeratin 19 transcription was significantly higher (>10(3) copies) in association with adverse prognostic features.The results suggest that about 50% of early-stage cervical cancers shed tumour cells to the pelvic lymph nodes. The amount of cytokeratin 19 expression was related to clinicopathological features. Further studies are required to document the clinical implications of molecular micrometastases.",NA
2000,Lancet,Relation between tissue structure and imposed electrical current flow in cervical neoplasia.,"When an electrical potential is applied to human tissue, the pattern of the resulting current flow is determined by the shapes, arrangements, and internal structure of the tissue cells. By measurement of the electrical current patterns over a range of frequencies, and use of an inverse modelling procedure, electrical variables describing the tissue structure can be calculated. We used this method to develop a screening technique for the detection of cervical precancers.We used a pencil probe (diameter 5 mm) to measure electrical impedance spectra from eight points on the cervix in 124 women with abnormal cervical smears. Variables that should be sensitive to the expected tissue changes were calculated. These were compared with the colposcopic results.The measured electrical impedance changes were those predicted on the basis of the expected tissue structures. Measurements made on normal squamous tissues were well separated from those made on precancerous tissues. We constructed receiver-operating-characteristic curves, comparing measurements made on normal tissue and that showing cervical intraepithelial neoplasia grade 2/3; the area under the curve was 0.951. These groups of women could be separated with a sensitivity of 0.92 and a specificity of 0.92.Characteristics of the electrical impedance spectra of tissues can be explained by changes in cell arrangements (layering) and in the size of the nuclei. This relation opens the way to deriving tissue structure from electrical impedance spectral measurements. We show that this approach can be used to give good separation of normal and precancerous cervical tissues.",NA
2000,Lancet,Consistent high viral load of human papillomavirus 16 and risk of cervical carcinoma in situ: a nested case-control study.,"Persistent infection with certain types of human papillomavirus (HPV) is believed to be a prerequisite for the development of cervical neoplasia. Persistence may depend on certain characteristics, such as viral load, which has so far been given little attention. We investigated the association between HPV 16 viral load and cervical carcinoma in situ.We did a nested case-control study of women participating in cytological screening in Sweden. We used a sensitive quantitative PCR assay to estimate HPV 16 load in multiple smears for each woman, taken during a period of up to 26 years before diagnosis. We calculated C, values, which decrease as the number of viral DNA copies increases.2081 smears from 478 cases and 1754 smears from 608 controls were tested. Among cases, we found a consistently increased load of HPV 16 already 13 years or more before diagnosis, and when many smears were still cytologically normal. Women with high HPV 16 viral loads were at least 30 times the relative risk of HPV-16-negative women more than a decade before diagnosis. The increase in relative risk was constant over time. About 25% of women (95% CI 0.12-0.32) infected with a high viral load before age 25 years developed cervical carcinoma in situ within 15 years.Cervical carcinoma in situ associated with HPV 16 occurs mainly in HPV-16-positive women who have consistently high viral loads long term. Women at high risk could be identified by use of a quantitative HPV test in addition to cytological screening.",NA
2000,Lancet,Viral load of human papilloma virus 16 as a determinant for development of cervical carcinoma in situ: a nested case-control study.,"Infection with certain types of human papillomavirus (HPV), which is common among young women, increases the risk of cervical cancer. However, less than 1% of young women positive for oncogenic types of HPV develop cervical cancer. We investigated whether the amount of HPV DNA is a useful predictor of progression to cervical carcinoma in situ.We estimated the amount of HPV 16 DNA by a PCR that uses the 5'-exonuclease (Taqman) method, in 478 women with cervical carcinoma in situ and 608 individually matched controls. To adjust for differences in the amount of genomic DNA between samples, we estimated the amount of a nuclear gene (beta-actin). We studied multiple smears (total 3835 archived samples) from each woman, taken over periods of up to 26 years, that covered normal cytology to development of cervical cancer.The risk of cervical carcinoma in situ increased with the amount of HPV 16 DNA. Analysis of the first smear from each woman, collected a mean of 7.8 years before cancer diagnosis, showed that women with the 20% highest amount of HPV 16 DNA were at a 60-fold higher risk of developing cervical carcinoma in situ than women negative for HPV 16. The first smear samples were classified as normal by squamous-cell cytology.Analysis of the amount of HPV DNA can predict cancer risk at a stage when current screening methods are uninformative. Testing for the amount of HPV 16 DNA during gynaecological health checks might strikingly improve our ability to distinguish between infections that have a high or low risk of progressing into cervical cancer.",NA
2000,Lancet,"Comparison of radiotherapy alone with radiotherapy plus hyperthermia in locally advanced pelvic tumours: a prospective, randomised, multicentre trial. Dutch Deep Hyperthermia Group.","Local-control rates after radiotherapy for locally advanced tumours of the bladder, cervix, and rectum are disappointing. We investigated the effect of adding hyperthermia to standard radiotherapy.The study was a prospective, randomised, multicentre trial. 358 patients were enrolled from 1990 to 1996, in cancer centres in the Netherlands, who had bladder cancer stages T2, T3, or T4, NO, MO, cervical cancer stages IIB, IIIB, or IV, or rectal cancer stage M0-1 were assessed. Patients were randomly assigned radiotherapy (median total dose 65 Gy) alone (n=176) or radiotherapy plus hyperthermia (n=182). Our primary endpoints were complete response and duration of local control. We did the analysis by intention to treat.Complete-response rates were 39% after radiotherapy and 55% after radiotherapy plus hyperthermia (p<0.001). The duration of local control was significantly longer with radiotherapy plus hyperthermia than with radiotherapy alone (p=0.04). Treatment effect did not differ significantly by tumour site, but the addition of hyperthermia seemed to be most important for cervical cancer, for which the complete-response rate with radiotherapy plus hyperthermia was 83% compared with 57% after radiotherapy alone (p=0.003). 3-year overall survival was 27% in the radiotherapy group and 51% in the radiotherapy plus hyperthermia group. For bladder cancer, an initial difference in local control disappeared during follow-up.Hyperthermia in addition to standard radiotherapy may be especially useful in locally advanced cervical tumours. Studies of larger numbers of patients are needed for other pelvic tumour sites before practical recommendations can be made.",NA
1999,Lancet,Efficacy of cervical-smear collection devices: a systematic review and meta-analysis.,"Few randomised controlled trials have sufficient power to show clear advantages of different designs of cervical-smear collection devices. We studied by systematic review whether the design of cervical-smear devices affects rates of inadequate smears and detection of disease and whether the presence of endocervical cells in the smear affects detection of disease.We sought relevant randomised controlled trials by computer literature review by MEDLINE backed up by a manual search of 16 journals. Each trial was classified according to methodological quality criteria. Odds ratios were calculated where data allowed.34 randomised controlled trials investigating cervical Papanicolaou smear collection devices were identified. All 34 trials compared the ability of devices to collect endocervical cells, and 19 compared the ability of devices to detect dyskaryosis. Meta-analyses showed that compared with other collection devices, the Ayre's spatula is an ineffective device for collecting endocervical cells (for example, odds ratio for comparison of extended-tip spatulas vs Ayre's spatula 2.25 [95% CI 2.06-2.44]) and also gives a lower yield of dyskaryosis (odds ratio for comparison of extended-tip spatulas vs Ayre's spatula 1.21 [1.20-1.33]). Devices that effectively collect endocervical cells also detect a higher proportion of abnormal cytology than those that do not.The widely used Ayre's spatula is the least effective device for cervical sampling and should be superseded by extended-tip spatulas for primary screening and investigation of women before and after treatment for cervical intraepithelial neoplasia. The presence of endocervical cells is a valid and convenient surrogate for the ability to detect dyskaryosis.",NA
1999,Lancet,Relation of human papillomavirus status to cervical lesions and consequences for cervical-cancer screening: a prospective study.,"A relation has been established between infection with high-risk types of human papillomavirus and development of cervical cancer. We investigated a role for testing for human papillomavirus as part of cervical-cancer screening.We monitored by cytology, colposcopy, and testing for high-risk human papillomavirus 353 women referred to gynaecologists with mild to moderate and severe dyskaryosis. The median follow-up time was 33 months. At the last visit we took biopsy samples. Our primary endpoint was clinical progression, defined as cervical intraepithelial neoplasia (CIN) 3, covering three or more cervical quadrants on colposcopy, or a cervical-smear result of suspected cervical cancer.33 women reached clinical progression. All had persistent infection with high-risk human papillomavirus. The cumulative 6-year incidence of clinical progression among these women was 40% (95% CI 21-59). In women with end histology CIN 3, 98 (95%) of 103 had persistent infection with high-risk human papillomavirus from baseline. Among women with mild to moderate dyskaryosis at baseline, a second test for human papillomavirus at 6 months predicted end histology CIN 3 better than a second cervical smear.Persistent infection with high-risk human papillomavirus is necessary for development and maintenance of CIN 3. All women with severe dyskaryosis should be referred to gynaecologists, whereas women with mild to moderate dyskaryosis should be referred only after a second positive test for high-risk human papillomavirus at 6 months.",NA
1999,Lancet,Assessment of automated primary screening on PAPNET of cervical smears in the PRISMATIC trial. PRISMATIC Project Management Team.,"New technology for computer-assisted screening of cervical smears that uses neural networks could potentially decrease numbers of screening errors and improve productivity. We assessed an interactive automated system (PAPNET) for primary screening of cervical smears.In January, 1997, the National Health Service research and development programme sponsored a multicentre trial to investigate the use of PAPNET for classification of routine cervical smears as negative or needing further microscopic review. compared with conventional primary screening. The study complied with international standards for assessment of automated cervical screening systems. 21,700 smears were analysed by the two methods and were classified as inadequate, negative, mild, moderate, or severe dyskaryosis, invasion, glandular neoplasia, and borderline nuclear changes. 2906 abnormal smears and 298 negative smears were sent for independent cytological review (gold standard). We calculated sensitivity and specificity relative to the findings of the independent review.Agreement of 89.8% between the two methods was shown for all classifications of smears that were adequate for reporting. The sensitivity was similar for correctly identified abnormal smears on PAPNET-assisted (82%) and conventional screening (83%). PAPNET-assisted screening showed significantly better specificity (77%) than conventional screening (42%) for identification of negative smears. The total mean time for screening and reporting for conventional screening was 10.4 min per smear, and for PAPNET-assisted screening was 3.9 min.Use of PAPNET-assisted screening could increase quality and productivity. We recommend carefully organised and controlled development projects for the introduction of PAPNET-assisted primary screening of cervical smears.",NA
1999,Lancet,Visual inspection with acetic acid for cervical-cancer screening: test qualities in a primary-care setting. University of Zimbabwe/JHPIEGO Cervical Cancer Project.,"Naked-eye visual inspection of the cervix with acetic-acid wash (VIA), or cervicoscopy, is an alternative to cytology in screening for cervical cancer in poorly resourced locations. We tested the sensitivity, specificity, and predictive value of VIA done by nurse-midwives in a less-developed country.Women were screened by six trained nurse-midwives in a two-phase, cross-sectional study at 15 primary-care clinics in Zimbabwe. VIA and Pap smears were done concurrently, and their sensitivity and specificity compared. Colposcopy, with biopsy as indicated, was used as the reference test to allow a direct comparison of the test unaffected by verification bias.10934 women were screened. In phase II, 2148 (97.5%) of the 2203 participants for whom there was a screening result also had a reference test result. Also in phase II, VIA was more sensitive but less specific than cytology. Sensitivity (95% CI) was 76.7% (70.3-82.3) for VIA and 44.3% (37.3-51.4) for cytology. Specificity was 64.1% (61.9-66.2) for VIA and 90.6% (89.2-91.9) for cytology.The high sensitivity of VIA shows that the test could be valuable in detection of precancerous lesions of the cervix. However, there are costs to the patient and system costs associated with high numbers of false-positive results, so attention should be given to improving the specificity of VIA.",NA
1998,Lancet,p53 codon 72 polymorphism and risk of cervical cancer in UK.,"A polymorphism at codon 72 of the human tumour-suppressor gene, p53, results in translation to either arginine or proline. A recent report suggested that the risk of human-papillomavirus-associated cervical cancer in white women is higher for those homozygous for the arginine allele than for those who are heterozygous. We examined a similar number of cervical cancers and a larger control group for their p53 codon 72 polymorphism status to see if we could confirm this result.Three different groups of UK white women were studied: 96 who had volunteered to take part in a trial of ovarian-cancer screening; 150 attending for routine antenatal care in the Oxford region; and 50 women with cervical cancer. DNA from peripheral blood samples and from archival tissue samples was examined by PCR with allele-specific primers.The proportions of individuals homozygous for the arginine allele, homozygous for the proline allele, and heterozygous for the two alleles were 59%, 4%, and 36% among women screened for ovarian cancer; 65%, 8%, and 27% among the antenatal-care group; and 54%, 6%, and 40% in women with cervical cancer. Chi2 analysis showed no significant differences in these proportions.In the population studied, individuals homozygous for the arginine variant of codon 72 of the p53 gene were not at increased risk of cervical cancer.",NA
1997,Lancet,Randomised study of radical surgery versus radiotherapy for stage Ib-IIa cervical cancer.,"Stage Ib and IIa cervical carcinoma can be cured by radical surgery or radiotherapy. These two procedures are equally effective, but differ in associated morbidity and type of complications. In this prospective randomised trial of radiotherapy versus surgery, our aim was to assess the 5-year survival and the rate and pattern of complications and recurrences associated with each treatment.Between September, 1986, and December, 1991, 469 women with newly diagnosed stage Ib and IIa cervical carcinoma were referred to our institute. 343 eligible patients were randomised: 172 to surgery and 171 to radical radiotherapy. Adjuvant radiotherapy was delivered after surgery for women with surgical stage pT2b or greater, less than 3 mm of safe cervical stroma, cut-through, or positive nodes. The primary outcome measures were 5-year survival and the rate of complications. The analysis of survival and recurrence was by intention to treat and analysis of complications was by treatment delivered.170 patients in the surgery group and 167 in the radiotherapy group were included in the intention-to-treat analysis; scheduled treatment was delivered to 169 and 158 women, respectively, 62 of 114 women with cervical diameters of 4 cm or smaller and 46 of 55 with diameters larger than 4 cm received adjuvant therapy. After a median follow-up of 87 (range 57-120) months, 5-year overall and disease-free survival were identical in the surgery and radiotherapy groups (83% and 74%, respectively, for both groups), 86 women developed recurrent disease: 42 (25%) in the surgery group and 44 (26%) in the radiotherapy group. Significant factors for survival in univariate and multivariate analyses were: cervical diameter, positive lymphangiography, and adeno-carcinomatous histotype. 48 (28%) surgery-group patients had severe morbidity compared with 19 (12%) radiotherapy-group patients (p = 0.0004).There is no treatment of choice for early-stage cervical carcinoma in terms of overall or disease-free survival. The combination of surgery and radiotherapy has the worst morbidity, especially urological complications. The optimum therapy for each patient should take account of clinical factors such as menopausal status, age, medical illness, histological type, and cervical diameter to yield the best cure with minimum complications.",NA
1997,Lancet,Invasive cervical cancer after conservative therapy for cervical intraepithelial neoplasia.,"Conservative outpatient therapy for cervical intraepithelial neoplasia (CIN) by ablative or excisional techniques is widely used. The main objective of this treatment is the prevention of invasive cervical cancer. We assessed the rate of invasive disease and the duration of the risk of developing invasive cervical cancer after such treatment.Four UK centres have used life-table methods to analyse the long-term results of conservative treatment of CIN. We combined and updated data from these studies to investigate the rate of invasive disease after treatment and the duration of that risk.The data comprised 44 699 woman-years of follow-up, with 2116 women under observation 8 years after treatment. 33 women developed invasive cancer, 14 of whom had microinvasion. The cumulative rate of invasion 8 years after treatment was 5.8 per 1000 women and the rate of invasive cancer during this period was 85 (95% CI 60-119) per 100,000 woman-years. The risk of developing cancer did not change throughout the 8 years of follow-up.These data show that conservative outpatient therapy in women with CIN reduces the risk of invasive cancer of the cervix by 95% during the first 8 years after treatment. However, even with careful, long-term follow-up, the risk of invasive cervical cancer among these women is about five times greater than that among the general population of women throughout that period. Careful follow-up is essential for at least 10 years after conservative treatment of CIN.",NA
1996,Lancet,HIV infection and neoplasia.,"HIV infection predisposes to several neoplastic conditions, especially non-Hodgkin lymphoma (NHL) and Kaposi's sarcoma (KS), and also intraepithelial cervical neoplasia (CIN) and anal neoplasia (AIN) (but not cervical or anal invasive cancer) and possibly seminoma. For neoplasias associated with oncogenic human viruses (ie, some NHL, CIN, AIN, and probably KS) the role of HIV is most probably linked to its immunosuppressive effect and interference with immune-mediated tumour surveillance. HIV-1, through its regulatory protein tat, might also have a direct promoting effect on KS lesions but it is not essential for their development. The increased frequency of Burkitt's lymphoma and Epstein-Barr-virus-negative large-cell lymphoma in AIDS patients, but not in immunosuppressed transplant patients, and the increased rate of testicular tumours in HIV-infected individuals remain unexplained and may indicate either a direct role for HIV or other cofactors.",NA
1996,Lancet,"A recombinant vaccinia virus encoding human papillomavirus types 16 and 18, E6 and E7 proteins as immunotherapy for cervical cancer.","Human papillomavirus (HPV) infection, especially with type 16 or 18, is associated with cervical cancer. Two HPV proteins, E6 and E7, are consistently expressed in tumour cells. The objectives of the study were to examine the clinical and environmental safety and immunogenicity in the first clinical trial of a live recombinant vaccinia virus expressing the E6 and E7 proteins of HPV 16 and 18 (TA-HPV).The study was an open label phase I/II trial in eight patients with late stage cervical cancer. The patients were vaccinated with a single dose of TA-HPV and kept in strict isolation to monitor local and systemic side-effects, environmental spread, and anti-E6/E7 immune responses.Vaccination resulted in no significant clinical side-effects and there was no environmental contamination by live TA-HPV. Each patient mounted an antivaccinia antibody response and three of the eight patients developed an HPV-specific antibody response that could be ascribed to the vaccination. HPV-specific cytotoxic T lymphocytes, the effector mechanism most likely to be of therapeutic benefit, were detected in one of three evaluable patients.Further studies to investigate the use ot TA-HPV for immunotherapy of cervical cancer are warranted.",NA
1996,Lancet,Effect of smoking cessation on cervical lesion size.,"Cigarette smoking has been postulated as a cofactor in the aetiology of cervical cancer, but a causal role is difficult to establish because of potential confounding by sexual behaviour. We have investigated the effect of cessation or reduction of cigarette smoking on the course of minor-grade cervical lesions.In this intervention study 82 women volunteers with minor-grade lesions on colposcopy (cervical intraepithelial neoplasia grade 1 or less) attempted to give up smoking for 6 months. Smoking histories were taken at 3-monthly clinic visits and verified by measurement of salivary cotinine concentrations. At each clinic visit, a photograph of the cervix was taken; the image was digitised and computer-aided image analysis was used to assess lesion size, by investigators unaware of smoking status.Of the 82 women, 17 stopped smoking completely for at least 6 months and 11 others reduced their smoking consumption by more than 75%. Of these 28 women, 23 (82%) showed a reduction in lesion size of at least 20% or 4 mm2 compared with 13 (28%) of the 47 non-quitters (odds ratio 12.0 [95% Cl 3.9-32.7]). The remaining seven women had unconfirmed smoking histories. There was a significant correlation between the extent of smoking reduction and the change in lesion size (chi2 for trend=31.55, p<0.0001). Adjustment for social class, method of contraception, and stage of menstrual cycle did not affect the results.Our findings support a link between smoking and cervical disease and suggest that smoking cessation could have a beneficial effect on early cervical abnormalities.",NA
1995,Lancet,Human papillomavirus testing in primary cervical screening.,"Several studies have examined the role of tests for human papillomavirus (HPV) in screening for cervical cancer but as yet the relevance is unclear. We looked at HPV testing for types 16, 18, 31, and 33 on material taken at the time of a cervical smear in 2009 eligible women having routine screening. Women with any degree of dyskaryosis or high levels of one of these HPV types were referred for colposcopy. 44% of the cervical intraepithelial neoplasia (CIN) lesions of grade 2/3 detected had negative cytology and were found only by HPV testing. A further 22% of the CIN 2/3 lesions were positive for HPV but showed only borderline or mild cytological changes. The positive predictive value of HPV testing was 42%, which was similar to that for moderate dyskaryosis. HPV types 16 and 31 were more sensitive and specific for CIN 2/3 than were types 18 or 33. However, 25% of the CIN 2/3 lesions were not detected by these four HPV tests. We suggest that HPV testing could usefully augment but not replace conventional cytology. These results should stimulate a much larger randomised trial to assess the impact of these improved CIN 2/3 detection rates on the subsequent incidence of invasive cancer.",NA
1995,Lancet,Detection rates for abnormal cervical smears: what are we screening for?,"We analysed rates of detection for smear abnormalities in 255,000 women served by the Bristol screening programme. The programme began in 1966 with the aim of eradicating the 30-40 deaths each year in Bristol from cervical cancer. Organisation has been good and population uptake has been high for the past 15 years. Records were computerised in 1977. During the 1988 to 1993 screening round, 225,974 women were tested. New smear abnormalities were found in 15,551, of whom nearly 6000 were referred for colposcopy. These numbers are excessively high in comparison with the incidence of the malignancy we are trying to prevent. The effect of screening on death rates in Bristol is too small to detect. Our conclusion is that despite good organisation of the service, much of our effort in Bristol is devoted to limiting the harm done to healthy women and to protecting our staff from litigation as cases of serious disease continue to occur. The real lesson from 30 years' cervical screening is that no matter how obvious the predicted benefit may seem for any screening test, introduction should never take place without adequate prior evaluation of both positive and negative effects in controlled trials.",NA
1994,Lancet,Oral contraceptive use and adenocarcinoma of cervix.,"The incidence of adenocarcinoma of the cervix in the USA more than doubled between the early 1970s and the mid 1980s among women under 35 years of age. It was suggested that this increase was due to the introduction of oral contraceptives in the early 1960s. Adenocarcinoma of the cervix diagnosed in women born after 1935 was identified between 1977 and 1991 from the Los Angeles County Cancer Surveillance Program. Data from personal interviews of 195 cases and 386 controls (matched on age, race, and neighbourhood) were analysed. Information on medical, sexual, contraceptive, and reproductive history, previous cervical smears, and sexually transmitted diseases was collected. Compared with never use, ever use of oral contraceptives was associated with twice as great a risk of adenocarcinoma of the cervix (adjusted odds ratio 2.1, 95% CI 1.1-3.8). The highest risk was observed for oral contraceptive use for more than 12 years (4.4, 1.8-10.8). No additional increased risk was found for early age at start of oral contraceptive use, use before age 20 or before first pregnancy, time since first use, time since last use, or particular formulations, once total duration of use had been accounted for.",NA
1994,Lancet,Relation between human papillomavirus type 16 and potential for progression of minor-grade cervical disease.,"We have previously reported that among 200 women referred for colposcopy with smears suggesting mild dyskaryosis, medium or high copy numbers of human papillomavirus type 16 (HPV16) DNA identified patients with current high-grade cervical disease. We have followed up 95 women from that group who had histologically proven mild-grade cervical disease (cervical intraepithelial neoplasia grade 1, n = 37) or wart virus infection (n = 12) or who had no evidence of cervical abnormality at study entry (n = 43). Kaplan-Meier survival analysis of the 70 months' follow-up was used to identify baseline features that might affect the risk of progression. 3 women were lost to follow-up; data were available for the remaining 92. Among the whole group the probability of remaining free of high-grade cervical disease was 0.71. Women with a histological diagnosis of minor-grade disease were more likely to progress to high-grade disease than those with no evidence of abnormality (proportion disease-free 0.52 vs 0.90, p = 0.004). Stratification of the group according to median age (28 years) revealed a weak association between age and disease progression (p = 0.04). There was no difference in disease-free probability between HPV16-positive and HPV16-negative women (0.75 vs 0.65, p = 0.19). Nor was there a significant difference in disease-free probability when the group was stratified by HPV16 viral burden. These data show that a histological diagnosis of minor-grade cervical disease is a better long-term predictor of disease progression than is HPV16 positivity, irrespective of copy number. These findings do not support the simple view that HPV16 alone is the cause of high-grade cervical disease, including cancer.",NA
